number;group;p1;p2;p3;extra;final_type;ekp35;scenario;main_service;notify_count;notify_services
1990118;;Не отображается оператору 112;;;;Пожар: Порт;Пожар: Порт;MCHS;Пожар: Порт;20;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Канал имени Москвы | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990119;;Не отображается оператору 112;;;;Пожар: Посольство;Пожар: Посольство;MCHS;Пожар: Посольство;22;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990120;;Не отображается оператору 112;;;;Пожар: Прачечная;Пожар: Прачечная;MCHS;Пожар: Прачечная;19;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990121;;Не отображается оператору 112;;;;Пожар: Префектура;Пожар: Префектура;MCHS;Пожар: Префектура;22;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | МОЭК | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990122;;Не отображается оператору 112;;;;Пожар: Приемник-распределитель;Пожар: Приемник-распределитель;MCHS;Пожар: Приемник-распределитель;19;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990123;;Не отображается оператору 112;;;;Пожар: Пристройка;Пожар: Пристройка;MCHS;Пожар: Пристройка;18;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | Депортамент гражданского строительства
1990124;;Не отображается оператору 112;;;;Пожар: Провода;Пожар: Провода;MCHS;Пожар: Провода;23;Классификатор МВД | Классификатор МВД | Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | МГТС | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ООО Ситиэнерго | Депортамент гражданского строительства
1990125;;Не отображается оператору 112;;;;Пожар: Производственно-складское здание;Пожар: Производственно-складское здание;MCHS;Пожар: Производственно-складское здание;28;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Классификатор Мособлгаз | Мосгортранс | Канал имени Москвы | МОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | ГПБУ Мосэкомониторинг | ООО Ситиэнерго | Депортамент гражданского строительства
1990127;;Не отображается оператору 112;;;;Пожар: Прокуратура;Пожар: Прокуратура;MCHS;Пожар: Прокуратура;23;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | МОЭК | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990128;;Не отображается оператору 112;;;;Пожар: Ресторан;Пожар: Ресторан;MCHS;Пожар: Ресторан;21;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990129;;Не отображается оператору 112;;;;Пожар: Роддом;Пожар: Роддом;MCHS;Пожар: Роддом;21;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990130;;Не отображается оператору 112;;;;Пожар: Рынок;Пожар: Рынок;MCHS;Пожар: Рынок;21;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990131;;Не отображается оператору 112;;;;Пожар: Салон;Пожар: Салон;MCHS;Пожар: Салон;20;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990132;;Не отображается оператору 112;;;;Пожар: Санаторий;Пожар: Санаторий;MCHS;Пожар: Санаторий;22;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | Комитет по туризму г.Москвы | ГКУ Организатор перевозок
1990133;;Не отображается оператору 112;;;;Пожар: Сарай;Пожар: Сарай;MCHS;Пожар: Сарай;15;Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
1990134;;Не отображается оператору 112;;;;Пожар: Сауна;Пожар: Сауна;MCHS;Пожар: Сауна;19;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
1990135;;Не отображается оператору 112;;;;Пожар: Свалка;Пожар: Свалка;MCHS;Пожар: Свалка;19;Классификатор МВД | Классификатор МВД | Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГПБУ Мосэкомониторинг
1990137;;Не отображается оператору 112;;;;Пожар: Склад;Пожар: Склад;MCHS;Пожар: Склад;28;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Классификатор Мособлгаз | Мосгортранс | Канал имени Москвы | МГТС | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | ГПБУ Мосэкомониторинг | ООО Ситиэнерго | Депортамент гражданского строительства
1990138;;Не отображается оператору 112;;;;Пожар: Собор;Пожар: Собор;MCHS;Пожар: Собор;23;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | Депортамент гражданского строительства
1990139;;Не отображается оператору 112;;;;Пожар: Спортзал;Пожар: Спортзал;MCHS;Пожар: Спортзал;20;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок
1990140;;Не отображается оператору 112;;;;Пожар: Спорткомплекс;Пожар: Спорткомплекс;MCHS;Пожар: Спорткомплекс;23;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
1990141;;Не отображается оператору 112;;;;Пожар: Стадион;Пожар: Стадион;MCHS;Пожар: Стадион;23;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок
1990143;;Не отображается оператору 112;;;;Пожар: Станция телефонная;Пожар: Станция телефонная;MCHS;Пожар: Станция телефонная;22;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | МГТС | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок | Депортамент гражданского строительства
1990144;;Не отображается оператору 112;;;;Пожар: Столовая;Пожар: Столовая;MCHS;Пожар: Столовая;20;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990145;;Не отображается оператору 112;;;;Пожар: Суд;Пожар: Суд;MCHS;Пожар: Суд;21;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990148;;Не отображается оператору 112;;;;Пожар: Таможня;Пожар: Таможня;MCHS;Пожар: Таможня;18;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
1990149;;Не отображается оператору 112;;;;Пожар: Телебашня;Пожар: Телебашня;MCHS;Пожар: Телебашня;23;Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | Депортамент гражданского строительства
1990150;;Не отображается оператору 112;;;;Пожар: Телецентр;Пожар: Телецентр;MCHS;Пожар: Телецентр;24;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | Депортамент гражданского строительства
1990151;;Не отображается оператору 112;;;;Пожар: Техникум;Пожар: Техникум;MCHS;Пожар: Техникум;22;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | Департамент образования | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990152;;Не отображается оператору 112;;;;Пожар: Типография;Пожар: Типография;MCHS;Пожар: Типография;19;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990154;;Не отображается оператору 112;;;;Пожар: Торговый центр;Пожар: Торговый центр;MCHS;Пожар: Торговый центр;23;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок | Депортамент гражданского строительства
1990156;;Не отображается оператору 112;;;;Пожар: Трамвай;Пожар: Трамвай;MCHS;Пожар: Трамвай;19;Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Метро | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990157;;Не отображается оператору 112;;;;Пожар: Трансформаторная будка;Пожар: Трансформаторная будка;MCHS;Пожар: Трансформаторная будка;24;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ГКУ Организатор перевозок | ООО Ситиэнерго | Депортамент гражданского строительства
1990158;;Не отображается оператору 112;;;;Пожар: Троллейбус;Пожар: Троллейбус;MCHS;Пожар: Троллейбус;19;Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | ГОРМОСТ | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990159;;Не отображается оператору 112;;;;Пожар: Тэц;Пожар: Тэц;MCHS;Пожар: Тэц;27;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | МОЭК | ОЭК | ЦОДД | Деп. ЖКХ | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | ООО Ситиэнерго | Депортамент гражданского строительства
1990160;;Не отображается оператору 112;;;;Пожар: Тюрьма;Пожар: Тюрьма;MCHS;Пожар: Тюрьма;21;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990161;;Не отображается оператору 112;;;;Пожар: Университет;Пожар: Университет;MCHS;Пожар: Университет;22;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | Департамент образования | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990162;;Не отображается оператору 112;;;;Пожар: Училище;Пожар: Училище;MCHS;Пожар: Училище;21;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990163;;Не отображается оператору 112;;;;Пожар: Фабрика;Пожар: Фабрика;MCHS;Пожар: Фабрика;22;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Классификатор Мособлгаз | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990164;;Не отображается оператору 112;;;;Пожар: Хладокомбинат;Пожар: Хладокомбинат;MCHS;Пожар: Хладокомбинат;23;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок | Министерство обороны РХБЗ | Депортамент гражданского строительства
1990165;;Не отображается оператору 112;;;;Пожар: Хлебозавод;Пожар: Хлебозавод;MCHS;Пожар: Хлебозавод;21;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
1990166;;Не отображается оператору 112;;;;Пожар: Холодильник;Пожар: Холодильник;MCHS;Пожар: Холодильник;17;Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГПБУ Мосэкомониторинг | Министерство обороны РХБЗ
1990167;;Не отображается оператору 112;;;;Пожар: Храм;Пожар: Храм;MCHS;Пожар: Храм;23;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | Депортамент гражданского строительства
1990168;;Не отображается оператору 112;;;;Пожар: Хранилище;Пожар: Хранилище;MCHS;Пожар: Хранилище;25;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Классификатор Мособлгаз | Мосгортранс | МОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | ГПБУ Мосэкомониторинг | ООО Ситиэнерго
1990169;;Не отображается оператору 112;;;;Пожар: Церковь;Пожар: Церковь;MCHS;Пожар: Церковь;23;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГУП МСР | ГКУ Организатор перевозок | Депортамент гражданского строительства
1990170;;Не отображается оператору 112;;;;Пожар: Цех;Пожар: Цех;MCHS;Пожар: Цех;19;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Классификатор Мособлгаз | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
